id,description,anger,fear,surprise,sadness,joy,disgust,envy,jealousy,other
1.27065173897911E+018,"@aryeshalicar Ich war einmal in Israel zu Besuch, und kann gut verstehen, warum diese Message gesandt wird. Ich fürchte nur, daß viele deutsche Wohlstandskinder, für die Frieden so selbstverständlich ist wie Strom aus der Steckdose, damit nichts anfangen können.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2699849803667E+018,"Ich bin gegen eine Vergrößerung des israelischen Territoriums zu Lasten der Palästinenser und finde, dass Israel die besetzten Gebiete an die palästinensische Bevölkerung zurückgeben und #Palästina als eigenständiger Staat anerkannt werden muss.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2697427570752E+018,"Wer 1 (permanenten Vernichtungsdrohungen gegen Israel) und 1 (Verletzung aller Atom-Auflagen) zusammenzählt weiß, welche Gefahr hier droht. Für naive Appelle ist es jetzt zu spät. Insbesondere Deutschland muss endlich den Druck erhöhen! https://t.co/rr7mmuy5Dp",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26889551314075E+018,Die Anti-Israel-Bewegung zieht eine Linie von dem tödlichen Polizeieinsatz in #Minneapolis zum zehntausend Kilometer entfernten #Israel. Dort vermutet sie in der Tradition antisemitischer Verschwörungstheorien die Drahtzieher alles Bösen. https://t.co/7M7c5dbMt7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26889517104074E+018,@Haldor50582883 @1worldvs1virus @HappyFr1tz @BildungslandNRW @landnrw Sollen mal nur nach Israel schauen. Wir brauchen nicht die gleichen Fehler nochmal machen,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26874785489141E+018,@TuncayOezdamar Was ist mit Terrorstaat Israel Herr özdamar?? https://t.co/HqJ3iXRpEE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26790307515255E+018,"#Israel ist klar, dass die Annexion #Palästinas zu noch schlimmeren Blutvergießen führen wird, bereitet sich auf #Krieg vor. Aber deutsche Bundestagsabgeordnete sind ja der Meinung, Israel verteidige sich nur. https://t.co/KkQKIj5Zhw",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26749168870612E+018,"Khamenei und andere rufen zur Vernichtung von sechs Millionen jüdischen Menschen in Israel auf. Sie sagten gerade offen ""Endlösung"".\n\nDie #SPD unterstützt politisch diese Führungen, die zum Judenmord aufrufen.\n\nDas zeigt, wie ""antifaschistisch"" die sogenannte #Antifa und SPD ist. https://t.co/a0KXdcSBb3",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26745843139029E+018,"Zuhair Muhsin,einer der Gründer der PLO sagte 1977: “Ein palästinensisches Volk existiert nicht. Die Schaffung eines Palästinenserstaates ist nur ein Mittel,um unseren Kampf gegen Israel fortzusetzen.”\nDie einzigen,die sich bis zum Jahr 1948 Palästinenser nannten,waren die Juden.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26732995949796E+018,Israel - Kein Auftrag an Firma aus China - Politik - https://t.co/zCrsibEy2M https://t.co/D3aT4qHDia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26720878178151E+018,Bekämpfung von Gewaltverherrlichung à la Twitter. Ein Tweet von Trump wird sanktioniert. Aufrufe zur Vernichtung Israels durch Khamenei lässt man hingegen unbeanstandet.https://t.co/v5hRGyUFVi,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26701675288348E+018,Schulausbrüche ca. ein Monat nach Lockerungen mit Wiederöffnung der Schulen in Israel. Es geht anscheinend nicht ohne ständige Sentinel-Testung https://t.co/YiPrBalDrV via @timesofisrael,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26667471042483E+018,"Mein ""Bluthund"" aus einer ""jüdischen Familie"" , der durch ""Kritiklosigkeit gegenüber Israel"" glänzt. Sehr subtil, @derspiegel ! https://t.co/FxtYqiGIq4",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1.26633245226976E+018,"5 arabische Armeen haben 1948 versucht die Juden ins Meer zu treiben. \nDie @badischezeitung behauptet nun, Israel hätte die „Palästinenser“ vertrieben. \n\nKann bitte irgendjemand diese „Zeitung“ aufklären, dass 1948 auch Juden „Palästinenser“ waren? \n\nhttps://t.co/kjgGQ381HH",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26629044409207E+018,"Ob @Twitter das auch macht, wenn der oberste Iranische Führer Israel mit Vernichtung droht? https://t.co/DazFvauYYA",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26575748509438E+018,"Und natürlich wird kein ""#Faktencheck"" gemacht, wenn islamistische Führer oder linke Parteichefs die Geschichte von #Israel leugnen.\n\nUnd keiner, wenn deutsche Medien oder EU-Politiker Gerüchte gegen die USA oder Israel verbreiten.\n\nDiese parteiischen #Medien zerstören Vertrauen.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26522325684549E+018,"Das also ist Detjen so schlagartig klar geworden wie einst Newton, als ihn der Apfel traf, das Gravitationsgesetz: Dass man Israel in Deutschland nicht kritisieren könne – obwohl es keinen Staat gibt, der häufiger und aggressiver kritisiert wird. @APosener https://t.co/ZOc1SbSKlE",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26436167251025E+018,"""Die Gesellschaft verändert sich"":\n\nJa, Deutschland wird immer feindlicher gegen die Demokratien USA und Israel.\n\nDie Diktatur China wird immer beliebter.\n\nDiesen antimodernen ""linken"" Zeitgeist inkl. Narrative zu übernehmen, ist falsch.\n\nAußerdem wird das Original gewählt—Grüne. https://t.co/n66mmAyCqB",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26419366716786E+018,"Israel muss also entwurzelt werden, sagt \nAli Khamenei.\nWas antwortet #HeikoMaas? \nWerden die Subventionen an den #Iran endlich gestrichen?\n#Niewieder\nhttps://t.co/mZKT6ZcoA1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26387600525042E+018,"Im Übrigen glaube ich nicht, dass die Gleichsetzung von BDS und Hamas oder das Überziehen jüdischer Linker mit Antisemitismus- und Selbsthassvorwürfen der Auseinandersetzung mit linkem Antisemitismus hilft, finde aber eigentlich, dass Deutsche zu Israel das Maul halten sollten. https://t.co/ivDzn9yCgJ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26378925344991E+018,"#Khamenei spricht von der Endlösung gegen #Israel. Man könnte meinen, dass diejenigen die wegen #Auschwitz in die Politik gegangen sind, die Zusammenarbeit mit dem #Iran ernsthaft hinterfragen. Und nicht nur ihre Empörung mit #Sonntagsreden zeigen.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26377379018778E+018,"Das Wetter zu heiss, die Shorts zu kurz https://t.co/ulG8FgHMt4",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26372608110804E+018,"Die alte K.u.K.-Achse ganz eng bei Israel... Nie waren Orban &amp; Co. so wichtig für Netanjahu &amp; Co. - Man ist sich halt eben doch irgend wie Nahe ... ""Veto gegen Israel-Appell sorgt für Verstimmung in Koalition"" https://t.co/jao0w7KfVY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26363137217178E+018,"@maxaggro Ich check halt echt nicht wie Leute einfach so nen dummen take wie ""Israel abschaffen"" bringen können. Zeugt nur davon dass man sich null mit Antisemitismus oder Israel beschäftigt hat, und sich stattdessen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26355983735661E+018,"Was ist mit den jungen Menschen in Gaza, die sich trauen zu sagen, dass Mensch nicht die Schuld nur auf die anderen (gemeint ist Israel) schieben kann, sondern die Ursachen in der palästinensischen Gesellschaft zu kritisieren sind? Die sich nicht von der antisemitischen 15/",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26354394934985E+018,"Das Zionistische Regime Israel kennt keine Grenzen in seiner Grausamkeit und in der Verletzung aller menschlichen und moralischen Standards. Israel begeht Verbrechen, Völkermord, Zerstörung und tötet Kinder und Frauen und ist stolz darauf.\n#QudsDay\n#Palestine\n#FlyTheFlag https://t.co/Dnfi12teMI",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26354141998303E+018,"@schweinekatze @tonight1103 @Hirschi82 schweinekatze mit Flagge von Israel:\n\nBitte erst den Artikel lesen, Ihr Tweet ist ohne Bezug!",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26338888383795E+018,"Wie immer: @khamenei_ir bezeichnet #Israel als ""Krebsgeschwür"" &amp; fordert, Westbank ""genauso zu bewaffnen wie Gaza"". Allein das müsste reichen, um sofort alle Beziehungen mit dem antisemitischen Terrorregime im #Iran abzubrechen. Statt dessen hört von &amp; aus der #EU: nichts https://t.co/4bH23XGWMF",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26306470805736E+018,Nahostkonflikt: Palästinenser kündigen alle Abkommen mit Israel und USA auf https://t.co/3ZKXsCKZnO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26296028523052E+018,Reaktion auf Israels Annexionspläne im Westjordanland:\nPalästinenserpräsident #Abbas beendet alle Abkommen mit #Israel und den #USA. https://t.co/L4lKjPH89p,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26288904097572E+018,"Die geschätzte Monika Schwarz-Friesel zur Mbembe / BDS-Debatte aus Sicht der empir. Antisemitismusforschung: »‘Verbesserungsvorschläge‘ für Juden?«. Mensch stelle sich vor: Nicht der Mbembe, sondern Höcke hätte Delegitimierungstexte zu Israel publiziert\nhttps://t.co/7B6vXFC2nH",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26275165739948E+018,"@MENA_WATCH @taktpause @uzora5 @rob_heinze @Organspende1 Sie bekennt sich sogar stolz zu ihrem ""Querdenkertum"". Das sind die Mbembe-Verteidiger, die seit Tagen dessen Kritiker als rassistisch, rechts oder gar rechtsextrem diffamieren - um dann mit Vorreitern der Neuen Rechten gegen Israel zu Felde zu ziehen: https://t.co/NgWBtIOi8z https://t.co/PXaGlBPqYu",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26271979283578E+018,Bericht: Israel legt iranischen Hafen lahm: Israel soll einen iranischen Hafen durch einen gezielten Hackerangriff mehrere Tage lang lahmgelegt haben. Das berichtete die „Washington Post“ am Montag unter Berufung auf mehrere Geheimdienstquellen.… https://t.co/EK5XMjuqXy JuedAllg https://t.co/b4tSfaVmqq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26264165457145E+018,"@Bo72Hu Ja, Antisemiten sind vieles - aber fast überhaupt nicht kreativ, sondern dualistisch fixiert. https://t.co/Ym9JbLmd3m",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26211589608614E+018,"Propagandamaschine des Mullah-Staates produziert täglich neue Verschwörungstheorien, in deren Kern #Antisemitismus immer die Hauptrolle spielt. Mullahs können dieses Jahr wegen der Seuche kein #QudsDay  veranstalten. Darum sind sie so verbittert\n#IranTruth\nhttps://t.co/YobsBisvoz",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2620071408201E+018,"liebe #bayern, in #israel &amp; der #toskana gibts schon heute kein #Trinkwasser aus #Grundwasser mehr! Das ist kein #Modell für #Bayern! Wir müssen daher den #ChemieEintrag ins #Grundwasser durch unsere #Bauern hier in #bayern #deckeln! #sz #faz #zeit #nzz #spiegelonline",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.26144866457848E+018,"Die Nazis führten Krieg u.a. gegen Polen, GB, USA. Hitler arbeitete mit Amin al-Husseini gegen Israel.\n\nDas heutige Berlin definiert Polen, GB, USA und Israel als ""rechts"" und führt dann ihren ""Kampf gegen rechts""; hält sich dabei sogar wieder für moralisch überlegen.\n\nUnfassbar.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2606375642618E+018,Das  macht jetzt Israel völlig legal https://t.co/qwS3uFxkri,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2595464551462E+018,"Dorot Ruhama single trail\n\n#running #laufen #altrarunning @ Kibbutz Dorot, Israel https://t.co/1owwb2JmOW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25942314512938E+018,"#Steinmeier #Maas @AuswaertigesAmt Just sayin’..\nDie Vergangenheit kann man nicht ändern, wer jetzt palästinensische Terrorrenten finanziert, #Israel in den Medien dämonisiert, den #Iran finanziell subventioniert, der bricht die Herzen der lebenden Juden.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25848981057201E+018,"Die #EU ist nicht davon abzubringen, palästinensischen #Terror zu finanzieren! Reagiert #UrsulavonderLeyen oder gilt die #DeutscheStaatsräson zum Schutze #Israels dort auch nicht? https://t.co/XUuFVT8DW9",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25831113150192E+018,"Meiner Meinung nach hat die Welt in den letzten 100 Jahren zwei erfolgreiche &amp; positive “Projekte” geboren, bzw. wieder geboren:\n\n1. Die EU\n2. Israel\n\nBeide “Projekte” stehen für Freiheit und sind für mich UNANTASTBAR.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1.25813743287839E+018,Die deutsche Geheimoperation lief im Sommer 2018 an: Der #BND vermittelt zwischen #Israel und #Hamas. #Abo https://t.co/TvhKJ9uaFO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25753829611009E+018,"BDS ruft zum Boykott von PUMA auf, weil das Unternehmen die Israel Football Association sponsort.\n\nDirekt mal ein paar Sachen bei PUMA bestellen.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1.25666343669359E+018,"@Karl_Lauterbach Herr Lauterbach, nachdem ich Ihnen ja die letzten Tage gerne widersprach, frage ich doch mal konstruktiv: Es gibt eine Studie aus Israel, die nahelegt, dass die Pandemie sich nach 40-50 Tagen automatisch totläuft, unabhängig von den Maßnahmen. Meinung dazu?",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25649409190028E+018,"Vielleicht könnte man AUCH mal..all die Namen der in Israel inhaftierten u getöteten  Palästinensischen Kinder u Jugendlichen, so auslegen...natürlich ohne die Opfer der Flüchtlinge schmälern zu wollen. Oder die Opfer derer ii der immer noch besetzten Westsahara ,ect... https://t.co/ZzL1dNWxLo",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2552083503185E+018,"#YomHaatzmaut Sameach! Der Historiker Tom Segev in der @nzz vor einem halben Jahr: ""Israel ist eine der grössten Erfolgsgeschichten des 20. Jahrhunderts“  #IsraelIndependenceday #israel #flag \nhttps://t.co/MKxy2qhec8 https://t.co/xL8K5DXeD4",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2550257743458E+018,"Wer #Israel verstehen will, sollte diese Rede hören. Es gibt gute Gründe für Besorgnis über den Kurs des Landes. Aber wer von uns hat eine Idee davon, in einem Land zu leben, das seit seiner Gründung um seine Existenz kämpfen musste? https://t.co/y7JsO7s8gz",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25473695719381E+018,"In einem offenen Brief wenden wir uns an Bundesaußenminister @HeikoMaas. Heute Abend beginnt #YomHaSikaron in #Israel. Seit über fünf Jahren liegt das Schicksal von Hadar Goldin, Oron Shaul, Avraham Mengistu und Hisham Al-Sayed in den Händen der #Hamas.\n\nEs ist Zeit zu handeln! https://t.co/IenS8oCwOL",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25473222113675E+018,"@HumanNoose Zu den Boykotten hat er sich positioniert in der Zeit. Literally hat er bis jetzt den Aufruf für den Boykott einer Uni unterschrieben und nicht gegenüber Israel.\n\nIsrael begann als koloniales Projekt, das ist ja nicht wirklich zu leugnen. Egal aus welcher Perspektive&gt;",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25464741129478E+018,"Das ist was #israel Hausbesetzern gefällt.\nSie verlassen während der COVID 19-Sperrung ihre Siedlungen und zerstören Sie #Palestinian Eigentum,\n\n180 Olivenbäume im April 2020. https://t.co/2g1xCFcW5C",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25424497058164E+018,"Israel in Aktion. Willkür, Gewalt, Leid. Die Welt schaut weg. https://t.co/vGWKC8JriI",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25412444075507E+018,"#Israel ist eines der wenigen Länder weltweit, dessen Baumbestand heute größer ist als vor 100 Jahren. #TagdesBaumes 🌳🇮🇱 https://t.co/HNCdj3ezFA",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1.25403513703101E+018,"@MatthiasSurvive @shlomosapiens @RomanWenzl Falsch! Israel ist deutlich toleranter als jeder Islamische Staat. Ausser natürlich, Israel wird angegriffen. Und das passiert leider ständig, verbal und auch real...",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.2533636768344E+018,"@mpfrings @PBahners Doppelte Standards, Einseitigkeit, Ignorierung der antisemitischen Bedrohung, Verkehrung von Täter und Opfer, wenig unterschwellige NS-Analogien – man schlage im 3-D-Test nach, um den Verteidigern nur das Mindeste an intellektueller Anstrengung abzufordern.https://t.co/htzEFuBeEx",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25283722292077E+018,"2/2\nWarum hassen LINKE Deutsche teilweise 🇮🇱 ? Weil sie sich einbilden, Israel wäre gegen Muslime. \nStimmt aber nicht! \nIsrael differenziert. \nIsrael kämpft gegen islamistischen Terror und umarmt friedliche Muslime.\nGenau so bin auch ich drauf.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1.25260200717475E+018,Am Vorabend des Holocaust-Gedenktags Jom Haschoa ist eine von der @IsraelinGermany organisierte Online-Diskussion mit einem Überlebenden des NS-Todeslagers Sobibor gestört worden. https://t.co/e01Q1cYq8V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25227573371363E+018,Israels rechtskonservativer Regierungschef Benjamin #Netanjahu und sein oppositioneller Rivale Benny Gantz haben sich auf die Bildung einer großen Koalition geeinigt. https://t.co/8ivPvq2fZF,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1.25219006377925E+018,Fnord des Tages: In Israel gab es gestern eine Demonstration gegen Netanjahus Coronavirus-Politik. Die Demonstranten haben aber die Abstandsregeln eingehalten. Es gibt ein großartiges Foto davon aus der Luft. https://t.co/rISNGGW3sa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1.25108711856432E+018,"Die Politik steht nicht still. Trotz aller Appelle an die nationale Einheit, drohen parteipolitische Konflikte auszubrechen. Die Auslandsmitarbeiter der @FESonline berichten aus #Spanien, #Israel und #Kenia.\nhttps://t.co/pQZv41krfZ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25067555231647E+018,Innerhalb der gesetzten Frist sind die Verhandlungen zur Bildung einer Notstandsregierung in #Israel gescheitert. Kann eine vierte Wahl noch vermieden werden?https://t.co/TgXFOc5b96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25047010971554E+018,@wataneman Richard von Weizsäcker hat einen antisemitsichen Pro-BDS-Brief unterschrieben. \nhttps://t.co/E0Hy5B07kx,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25039929402219E+018,"Wir drehen heute im Jordantal in der Westbank, im Gebiet, das #Netanjahu annektieren will, wenn er die #israelelections2019 gewinnt. Mehr dazu heute @tagesthemen. #Israel https://t.co/Rnh0efRhvM",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25034273049808E+018,"#pandemie Kooperation und Solidarität der Staaten? Manche setzen sogar ihre Nachrichtendienste ein, um im ""Wettbewerb"" um  Schutzausrüstung vorne zu liegen ---&gt; https://t.co/CupgZdOFx3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.25010536424849E+018,"@HopeViolin Fantastisch! Katharina Thalbach, Christoph Israel und Daniel Hope: GRANDIOS! Wieder mal ein absolutes Highlight. Kurt Weil und Bertold Brecht mit Ihrer musikalischen Begleitung: der pure Genuss! DANKE! Mareike Brzoska Remscheid",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1.24969636803114E+018,"@JulianeZielonka @zeitonline UND warum sind uns Korea, Singapur, Taiwan und Israel überlegen? WEIL DA JEDER VERMEIDBARE TOTE UND DER ÖKONOMISCHE ZUSAMMENBRUCH KONSEQUENT VERMIEDEN WERDEN; oder sind gibt einen Zweifel daran, dass deren Maßnahmen nicht wesentlich besser wirken?",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.24956743069278E+018,Ruhrtriennale: Israel schlimmer als Apartheid-Südafrika?: Schon zum dritten Jahr in Folge soll ein „Israelkritiker“ einer der Top-Acts beim Kulturfestival Ruhrtriennale sein – diesmal der Soziologe Achille Mbembe. (Alex Feuerherdt) https://t.co/sQOVD9fX9K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.24937024188649E+018,"Streit!\nEs geht nicht allein um die Macht des »Flügels« in der AfD.\n\nEs geht auch um Pro / Contra Nato, oder Israel, oder Juden, oder USA und Atlantiker.\n\nUnd es geht um die Zeitschrift »Compact« contra »Jungen Freiheit«. \n\nErnst Kovahl im #AntifaMagazin \n\nhttps://t.co/TihqxkE1VO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.24869151441652E+018,@vio_lone ok und das rechtfertigt gegen israel zu sein oder wie soll ich den tweet verstehen?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1.24831745991818E+018,"Die gute Osterbotschaft ist gekommen! Das neue @nothilfe-Rundschreiben mit Berichten aus den #Corona-Welten: #Südafrika, #Israel, #Bangladesch, #Lesbos, #Idlib, #Rojava... Das Editorial schärft den Blick: Die Lebensweise der Reichen gefährdet die Armen.\n➡️ https://t.co/ckjrga8G0S https://t.co/8v7ZbkeGSE",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1.24790437499243E+018,PressTV https://t.co/NG9Q8qF10L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
